Key,Description,en,ko
BackText_856938,UI Text,BACK,BACK
Title_859674,UI Text,ARAD,ARAD
offTxt_858396,UI Text,RWR OFF,RWR OFF
hudModeText_855534,UI Text,DECL,DECL
Text_856460,UI Text,GAME MENU,GAME MENU
Text_856942,UI Text,"Sit comfortably
and press
[menu]
to recenter","편안한 자세로
[menu]를 눌러
좌석을 재정렬"
saveText_858168,UI Text,SAVE,저장
availableLabel_856046,UI Text,"SAVES
AVAILABLE:","불러오기 
가능한 저장:"
NoQsText_856498,UI Text,"QUICKSAVE
NOT AVAILABLE","빠른저장
사용불가:"
lastSaveLabel_859496,UI Text,Last Save:,마지막 저장:
loadText_858842,UI Text,LOAD,불러오기:
text_855302,UI Text,SAVED,저장 완료
Quicksave Title_123840,UI Text,Quicksave,빠른 저장
TgtsTitle_857670,UI Text,GPS TARGETS,GPS TARGETS
GroupsTitle_860122,UI Text,GROUPS,GROUPS
DelTgt_857782,UI Text,"DELETE
TARGET","DELETE
TARGET"
DelGrp_856478,UI Text,"DELETE
GROUP","DELETE
GROUP"
NewGrp_859040,UI Text,"NEW
GROUP","NEW
GROUP"
pathLabel_857952,UI Text,PATH,PATH
NoSignalText_859948,UI Text,NO SIGNAL,NO SIGNAL
Text_857566,UI Text,AREA,AREA
Text_856980,UI Text,POINT,POINT
Text_856590,UI Text,IFF:FRIEND,IFF:FRIEND
Text_859178,UI Text,IFF:FOE,IFF:FOE
HeadModeText_855284,UI Text,"USE HELMET VISOR/HMCS

AUGMENTED VIEW ENABLED","USE HELMET VISOR/HMCS

AUGMENTED VIEW ENABLED"
gimbalLimit_858032,UI Text,GIMBAL LIMIT,GIMBAL LIMIT
hmdViewStatus_856300,UI Text,HMD,HMD
titleText_456206,UI Text,FLARES,FLARES
titleText_455052,UI Text,CHAFF,CHAFF
eqNameText_456958,UI Text,COUNTERMEASURE SYSTEM,COUNTERMEASURE SYSTEM
ReleaseRateTitle_456222,UI Text,RELEASE RATE,RELEASE RATE
releaseModeTxt_455244,UI Text,RELEASE MODE,RELEASE MODE
eqNameText_930458,UI Text,VEHICLE OPTIONS,VEHICLE OPTIONS
AltModeLabel_953220,UI Text,UNITS,UNITS
unitOptsText_702428,UI Text,FUEL,FUEL
unitOptsText_702142,UI Text,ALT WARN,ALT WARN
JoyModeText_952514,UI Text,JOY SENS,JOY SENS
eqNameText_701656,UI Text,UNIT OPTIONS,UNIT OPTIONS
Text_954730,UI Text,"Sit comfortably
and press menu
(top button)
to recenter","편안한 자세로
menu를 눌러 (top 버튼)
좌석을 재정렬."
AltModeLabel_701584,UI Text,Alt Units,Alt Units
DistModeLabel_954954,UI Text,Dist Units,Dist Units
SpeedModeLabel_955738,UI Text,Speed Units,Speed Units
eqNameText_702892,UI Text,FUEL CONFIG,FUEL CONFIG
internalFuelText_-432922,Internal Fuel,INTERNAL,INTERNAL
externalFuelText_701646,External fuel,EXTERNAL,EXTERNAL
BingoAdjustTitle_-439040,UI Text,BINGO LEVEL,BINGO LEVEL
eqNameText_701974,UI Text,ALTITUDE WARNINGS,ALTITUDE WARNINGS
title_702284,UI Text,MIN ALTITUDE,MIN ALTITUDE
title_701018,UI Text,MAX ALTITUDE,MAX ALTITUDE
modeTitle_702386,UI Text,MODE,MODE
MFD1PowerInteractable_856422,VR Interactable,MFD Power (Left),MFD 전원 (왼쪽)
MFDBrightnessKnob_858866,VR Interactable,MFD Brightness,MFD 밝기
MFD2PowerInteractable_856476,VR Interactable,MFD Power (Center),MFD 전원 (중앙)
MFD3PowerInteractable_857594,VR Interactable,MFD Power (Right),MFD 전원 (오른쪽)
CrsKnobInteractable_858264,VR Interactable,Course Set,항로 지정
Text_859426,UI Text,CRS,CRS
APHeadingKnobInteractable_859312,VR Interactable,AP Heading Set,오토파일럿 방향 지정
RWRText_856538,UI Text,"R
W
R","R
W
R"
Text_859504,UI Text,VRMMFD v1.6,VRMMFD v1.6
fuelDrainLabel_859218,UI Text,FUEL DRAIN,FUEL DRAIN
estTimeLabel_856372,UI Text,EST TIME,EST TIME
estDistLabel_856044,UI Text,EST DISTANCE,EST DISTANCE
twrLabel_858560,UI Text,MAX TWR,MAX TWR
RWRButton_857352,VR Interactable,RWR,RWR
powButtonMMFDLeft_859524,VR Interactable,Power (MMFD Left),전원 (MMFD 왼쪽)
FuelText_858474,UI Text,"F
U
E
L","F
U
E
L"
InfoLabel_857034,UI Text,"I
N
F
O","I
N
F
O"
powButtonMMFDRight_855584,VR Interactable,Power (MMFD Right),전원 (MMFD 오른쪽)
infoButton_859450,VR Interactable,Fuel Info,연료 정보
fuelButton_855474,VR Interactable,Fuel,연료
mainBattSwitchInteractable_858600,VR Interactable,Main Battery,주 배터리
fuelDumpSwitchInteractable_197570,VR Interactable,Fuel Dump Switch,연료 버리기 스위치
RampInteractable_858370,VR Interactable,Side Doors,측면 문
BrakeLockInteractable_859740,VR Interactable,Brake Locks,브레이크 잠금
MicPowerInteractable_855850,VR Interactable,Microphone,마이크
CommsVolumeKnob_858450,VR Interactable,Comm Radio Volume,통신 라디오 음량
Text_98822,UI Text,"GAME WINDOW
NOT IN FOCUS","게임 화면
벗어남"
ChaffInteractable_859410,VR Interactable,Toggle Chaff,채프 토글
FlareInteractable_856806,VR Interactable,Toggle Flares,플레어 토글
AssistMasterInteractable_860160,VR Interactable,Toggle Flight Assist,비행 보조 토글
PitchSASInteractable_855582,VR Interactable,Toggle Pitch Assist,피치 보조 토글
YawSASInteractable_859920,VR Interactable,Toggle Yaw Assist,요 보조 토글
RollSASInteractable_859788,VR Interactable,Toggle Roll Assist,롤 보조 토글
PitchAutoTrimInteractable_859614,VR Interactable,Toggle Pitch Trim,피치 트림 토글
GLimitSwitchInteractable_860152,VR Interactable,Toggle G-Limiter,G - 리미터 토글
FuelPort_860018,VR Interactable,Fuel Port,연료 포트
RCSModeInteractable_858010,VR Interactable,RCS Mode,RCS 모드
RadioVolumeKnob_859248,VR Interactable,Radio Volume,라디오 음량
PrevButton_857278,VR Interactable,Prev Song,이전 노래
NextButton_858006,VR Interactable,Next Song,다음 노래
radioPlayPauseInteractable_858616,VR Interactable,Play/Pause,재생/일시정지
RWRModeInteractable_856254,VR Interactable,RWR Mode,레이더 경보 모드
CamcorderObj_105218,VR Interactable,Move Camera,카메라 이동
